year,bangumi_id,title,type,bangumi_platform,theatrical_status,theatrical_release_dates,other_country_release_dates,home_video_release_dates,runtime,runtime_minutes,classification_reason,metadata_needs_review
2004,1990,航海王：被诅咒的圣剑,movie,Movie,confirmed,2004年3月6日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2004,21051,安琪莉可 OVA,ova,OVA,not_listed,,,2004年3月17日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,117898,机动战士高达SEED Special Edition,ova,OVA,not_listed,,,2004年3月22日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,3498,间奏曲,ova,OVA,not_listed,,,2004年3月25日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,159664,,ova,OVA,not_listed,,,2004-03-26,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,127597,大和零号,ova,OVA,not_listed,,,2004-03-31,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,107917,对圣母玛利亚保密喔,ova,OVA,not_listed,,,2004年4月2日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,25920,新盖塔,ova,OVA,not_listed,,,2004年4月9日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,425946,,movie,Movie,confirmed,2004年4月15日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2004,2974,名侦探柯南 银翼的魔术师,movie,Movie,confirmed,2004年4月17日,,,108分钟,108,番组计划平台为 Movie，标题未标为剧场版,no
2004,8991,蜡笔小新：风起云涌！夕阳下的春日部男孩,movie,Movie,confirmed,2004年4月17日,,,96分,96,番组计划平台为 Movie，标题未标为剧场版,no
2004,25414,发明工坊,ova,OVA,not_listed,,,2004年4月23日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,14153,夏色的砂时计,ova,OVA,not_listed,,,2004-04-23,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,91790,礼武战奇谭 南国梦浪漫,ova,OVA,not_listed,,,2004-04-23,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,317797,青鳉鱼的学校,ova,OVA,not_listed,,,2004-04-29,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,23156,秋之回忆3.5〜朝向回忆的彼方〜,ova,OVA,not_listed,,,2004年5月12日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,112673,,ova,OVA,not_listed,,,2004-05-26,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,280,柯赛特的肖像,ova,OVA,not_listed,,,2004年5月26日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,48991,星空防卫队 CODE：X,ova,OVA,not_listed,,,2004年5月28日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,47669,可携式机场,movie,Movie,confirmed,2004年5月29日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2004,510006,宝可梦超世代：天文馆来自天空的挑战,movie,Movie,confirmed,2004年5月29日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2004,425947,铁臂阿童木 月面基地 消失的机器人之谜,movie,Movie,confirmed,2004年5月29日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2004,13823,海豚便利店,ova,OVA,not_listed,,,2004年6月10日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,6504,低俗灵白日梦,ova,OVA,not_listed,,,2004-06-25,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,54724,风－心之呼吸 OVA,ova,OVA,not_listed,,,2004年6月25日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,14879,小魔女DoReMi 童年秘密篇,ova,OVA,not_listed,,,2004年6月26日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,49349,机神咆吼Demonbane OVA,ova,OVA,not_listed,,,2004年7月1日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,533534,SD高达FORCE 毁灭大将军登场！！渣咕？,movie,Movie,confirmed,2004年7月3日,,,20分,20,番组计划平台为 Movie，标题未标为剧场版,no
2004,320522,,movie,Movie,confirmed,2004年7月17日,,,20分,20,番组计划平台为 Movie，标题未标为剧场版,no
2004,3028,剧场版宝可梦 超世代: 裂空的访问者 代欧奇希斯,theatrical,Movie,confirmed,2004年7月17日,,,99分,99,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2004,324616,火之鸟 羽衣篇,movie,Movie,confirmed,2004年7月17日,,,21分,21,番组计划平台为 Movie，标题未标为剧场版,no
2004,1938,蒸汽男孩,movie,Movie,confirmed,2004年7月17日,,,126分钟,126,番组计划平台为 Movie，标题未标为剧场版,no
2004,320521,面包超人：梦猫王国的喵咪,movie,Movie,confirmed,2004年7月17日,,,50分钟,50,番组计划平台为 Movie，标题未标为剧场版,no
2004,2690,机动战士高达MS IGLOO 一年战争秘录,ova,OVA,not_listed,,,2004年7月19日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,9303,Re: 甜心战士,ova,OVA,not_listed,,,2004年7月24日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,2915,炎之蜃气楼～水际的反逆者～,ova,OVA,not_listed,,,2004年7月28日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,320523,,movie,Movie,confirmed,2004-07-31,,,80分钟,80,番组计划平台为 Movie，标题未标为剧场版,no
2004,90610,皮卡丘的夏日祭典,ova,OVA,not_listed,,,2004-08-01,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,3324,心灵游戏,movie,Movie,confirmed,2004年8月7日,,,103分,103,番组计划平台为 Movie，标题未标为剧场版,no
2004,109773,金色的卡修 101番目的魔物,movie,Movie,confirmed,2004年8月7日,,,85分钟,85,番组计划平台为 Movie，标题未标为剧场版,no
2004,36957,游戏王剧场版 光之金字塔,theatrical,Movie,confirmed,2004年8月13日,,,,,番组计划平台为 Movie，标题明确含剧场版/映画标记,yes
2004,187884,小武士,ova,OVA,not_listed,,,2004-08-19,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,22107,火影忍者剧场版 大活剧！雪姬忍法帖！！,theatrical,Movie,confirmed,2004年8月21日,,,83分钟,83,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2004,16605,火影忍者剧场版 木叶大运动会,theatrical,Movie,confirmed,2004年8月21日,,,11min,11,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2004,496280,哆啦A梦：大雄与未来笔记本,ova,OVA,not_listed,,,2004年9月3日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,18151,魔法护士小麦Z,ova,OVA,not_listed,,,2004年9月10日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,467957,光速跑者21号 幻之黄金保龄球,ova,OVA,not_listed,,,2004年9月23日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,55680,秋之回忆3.5 传达祈愿的时刻…,ova,OVA,not_listed,,,2004年9月23日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,8702,土方岁三 白之轨迹,ova,OVA,not_listed,,,2004年9月24日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,6007,一击杀虫!! 小惠惠,ova,OVA,not_listed,,,2004年9月30日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,284454,飞跃巅峰2 科学讲座,ova,OVA,not_listed,,,,,,番组计划平台为 OVA,yes
2004,20933,樱花大战 崭新的巴黎,ova,OVA,not_listed,,,2004年10月20日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,37062,百变之星 崭新之翼 EXTRA STAGE 不笑的公主,ova,OVA,not_listed,,,2004年10月22日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,695346,剑勇传说 铁刃 未公开试播版,ova,OVA,not_listed,,,2004年10月29日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,1707,云之彼端，约定的地方,movie,Movie,confirmed,2004年11月20日,,,91分,91,番组计划平台为 Movie，标题未标为剧场版,no
2004,312,哈尔的移动城堡,movie,Movie,confirmed,2004年11月20日,,,119分,119,番组计划平台为 Movie，标题未标为剧场版,no
2004,73445,先行者,ova,OVA,not_listed,,,2004-11-24,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,29944,小茜的狂热追求者,ova,OVA,not_listed,,,2004年11月25日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,2695,幻想传说,ova,OVA,not_listed,,,2004年11月25日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,768,飞跃巅峰2！,ova,OVA,not_listed,,,2004年11月26日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,37502,天空断罪Skelter Heaven,ova,OVA,not_listed,,,2004年12月8日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,6751,草莓100% 恋爱开始!? 摄影合宿 ～动摇的心向东向西～,ova,OVA,confirmed,2004年9月23日,,2004年12月15日,,,番组计划平台为 OVA，同时记录了院线上映日期,yes
2004,3100,不公正抽签 OVA,ova,OVA,not_listed,,,2004年12月22日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,417398,,theatrical,Movie,confirmed,2004年12月23日,,,51分,51,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2004,40842,可爱女仆,ova,OVA,not_listed,,,2004年12月23日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2004,19392,犬夜叉 红莲之蓬莱岛,movie,Movie,confirmed,2004年12月23日,,,86分钟,86,番组计划平台为 Movie，标题未标为剧场版,no
2005,596132,,ova,OVA,not_listed,,,2005年,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,104213,,ova,OVA,not_listed,,,2005,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,324282,,ova,OVA,not_listed,,,2005,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,324283,,ova,OVA,not_listed,,,2005,40分钟,40,番组计划平台为 OVA；仅见发售记录，单次时长不超过 60 分钟,no
2005,324280,心之接球,ova,OVA,not_listed,,,2005,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,324288,未来的彩虹-我的叔叔患有汉森氏病-,ova,OVA,not_listed,,,2005,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,325116,电线杆的母亲,movie,Movie,confirmed,2005,,,9分49秒,9,番组计划平台为 Movie，标题未标为剧场版,no
2005,324281,被划伤的苹果,ova,OVA,not_listed,,,2005,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,220046,,movie,Movie,confirmed,2005年1月15日,,,90分钟,90,番组计划平台为 Movie，标题未标为剧场版,no
2005,133676,守护之心Power UP！,ova,OVA,not_listed,,,2005年1月28日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,20925,网球王子剧场版 二人的武士,theatrical,Movie,confirmed,2005年1月29日,,,65分,65,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2005,72414,网球王子剧场版 迹部的礼物,theatrical,Movie,confirmed,2005年1月29日,,,29分,29,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2005,10582,奇诺之旅 活着的目标 -活下去。-,movie,Movie,confirmed,2005年2月19日,,,30 min,30,番组计划平台为 Movie，标题未标为剧场版,no
2005,49052,童话枪手小红帽 OVA,ova,OVA,not_listed,,,2005年2月20日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,34284,战斗妖精少女 救救我！小Mave,ova,OVA,not_listed,,,2005年2月24日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,1529,伊里野的天空、UFO的夏天,ova,OVA,not_listed,,,2005年2月25日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,1991,航海王：祭典男爵与神秘岛,theatrical,Movie,confirmed,2005年3月4日,,,91分,91,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2005,38123,名侦探柯南 目标是小五郎！！少年侦探团的秘密调查,ova,OVA,not_listed,,,2005年3月9日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,37413,梦幻骑士IV 时之旅人,ova,OVA,not_listed,,,2005年3月10日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,396902,剧场版 决斗大师 黑暗之城的魔龙凰,theatrical,Movie,confirmed,2005年3月12日,,,47分钟,47,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2005,5229,洛克人EXE剧场版 光与暗的遗产,theatrical,Movie,confirmed,2005-03-12,,,48分钟,48,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2005,103707,宝可梦3D大冒险 寻找梦幻！,movie,Movie,confirmed,2005年3月18日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2005,75907,向阳之诗,movie,Movie,confirmed,2005年3月19日,,,13min,13,番组计划平台为 Movie，标题未标为剧场版,no
2005,3059,扑杀天使朵库萝,ova,OVA,not_listed,,,2005年3月25日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,48992,星空防卫队 Advance,ova,OVA,not_listed,,,2005年3月25日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,13448,奇诺之旅 塔之国 -自由创作-,ova,OVA,not_listed,,,2005年3月30日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,18606,拥抱春天的罗曼史,ova,OVA,not_listed,,,2005年3月31日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,2975,名侦探柯南 水平线上的阴谋,movie,Movie,confirmed,2005年4月9日,,,105分钟,105,番组计划平台为 Movie，标题未标为剧场版,no
2005,4396,电影 光之美少女 Max Heart,theatrical,Movie,confirmed,2005年4月16日,,,70分,70,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2005,8993,蜡笔小新：3分钟百变虎口脱险,movie,Movie,confirmed,2005年4月16日,,,92分,92,番组计划平台为 Movie，标题未标为剧场版,no
2005,63384,觉醒的方舟,movie,Movie,confirmed,2005年4月24日,,,36min,36,番组计划平台为 Movie，标题未标为剧场版,no
2005,220045,总天然色少年冒险活剧漫画电影 Haruwo,ova,OVA,not_listed,,,2005-05-05,30min,30,番组计划平台为 OVA；仅见发售记录，单次时长不超过 60 分钟,no
2005,7258,妹妹恋人,ova,OVA,not_listed,,,2005年5月8日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,16357,玻璃兔,movie,Movie,confirmed,2005年5月14日,,,84分钟,84,番组计划平台为 Movie，标题未标为剧场版,no
2005,506820,星空清理者 星屑的天空,movie,Movie,confirmed,2005年5月18日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2005,18613,圆盘皇女 星灵节的新娘,ova,OVA,not_listed,,,2005年5月25日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,5378,机动战士Z高达 A New Translation -星之继承者-,movie,Movie,confirmed,2005年5月28日,,,95分钟,95,番组计划平台为 Movie，标题未标为剧场版,no
2005,602449,草莓棉花糖 序章,ova,OVA,not_listed,,,2005年6月8日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,422517,嘉兵卫之海,movie,Movie,confirmed,2005-06-16,,,1h 15 min,15,番组计划平台为 Movie，标题未标为剧场版,no
2005,6752,草莓100% Original DVD,ova,OVA,not_listed,,,2005年6月20日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,225655,鬼魂力量 编年史 分歧点,ova,OVA,not_listed,,,2005年6月22日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,78071,永远的艾塞莉娅,ova,OVA,not_listed,,,2005年6月24日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,10989,闪耀计划,ova,OVA,not_listed,,,2005-06-24,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,4369,捉迷藏,ova,OVA,confirmed,2005年4月23日,,2005年6月30日,,,番组计划平台为 OVA，同时记录了院线上映日期,yes
2005,84587,明天也要精神百倍！～一半的甘薯～,movie,Movie,confirmed,2005-06-30,,,90分钟,90,番组计划平台为 Movie，标题未标为剧场版,no
2005,16215,破灭的Mars,ova,OVA,not_listed,,,2005年7月6日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,579368,,movie,Movie,confirmed,2005年7月14日,,,25分,25,番组计划平台为 Movie，标题未标为剧场版,no
2005,419873,,movie,Movie,confirmed,2005年7月16日,,,20分,20,番组计划平台为 Movie，标题未标为剧场版,no
2005,3029,剧场版宝可梦 超世代: 梦幻与波导的勇者 路卡利欧,theatrical,Movie,confirmed,2005年7月16日,,,100分钟,100,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2005,324783,面包超人：哈比的大冒险,movie,Movie,confirmed,2005年7月16日,,,70分钟,70,番组计划平台为 Movie，标题未标为剧场版,no
2005,113443,搞笑漫画日和 Jump Festa 2002版,ova,OVA,confirmed,2001年12月22日,,2005年7月22日,,,番组计划平台为 OVA，同时记录了院线上映日期,yes
2005,1935,钢之炼金术师 香巴拉的征服者,movie,Movie,confirmed,2005年7月23日,,,105分钟,105,番组计划平台为 Movie，标题未标为剧场版,no
2005,454807,名侦探柯南 柯南vs基德 鲨鱼和珠宝,movie,Movie,confirmed,2005年7月29日,,,15分,15,番组计划平台为 Movie，标题未标为剧场版,no
2005,27880,皮卡丘的鬼怪狂欢节,movie,Movie,confirmed,2005-08-01,,,20分钟,20,番组计划平台为 Movie，标题未标为剧场版,no
2005,22109,火影忍者剧场版 大激突！幻之地底遗迹,theatrical,Movie,confirmed,2005年8月6日,,,1h36min,36,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2005,109774,金色的卡修 机械巴鲁刚的来袭,movie,Movie,confirmed,2005年8月6日,,,85分钟,85,番组计划平台为 Movie，标题未标为剧场版,no
2005,2897,×××HOLiC 仲夏夜之梦,theatrical,Movie,confirmed,2005年8月20日,,,61分钟,61,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2005,2893,翼·年代记 鸟笼国的公主,theatrical,Movie,confirmed,2005年8月20日,,,40m,,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2005,4191,魔法少女朱可奈,ova,OVA,not_listed,,,2005年8月24日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,169665,思考与绘画：日本新世纪艺术动画,ova,OVA,not_listed,,,2005-08-25,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,9619,星界的战旗III,ova,OVA,not_listed,,,2005年8月26日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,425948,铁臂阿童木 10万光年的来访者IGZA,movie,Movie,confirmed,2005年9月1日,,,28分/40分,28,番组计划平台为 Movie，标题未标为剧场版,no
2005,47672,飞天都市计划,movie,Movie,confirmed,2005年9月10日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2005,1890,最终幻想7：降临之子,ova,OVA,confirmed,威尼斯电影节|2005年8月31日,,2005年9月14日,101分钟,101,番组计划平台为 OVA，同时记录了院线上映日期,no
2005,657600,孙悟空开始了-黄风大王之卷,movie,Movie,confirmed,1966年6月12日,,2005年9月21日,23分钟,23,番组计划平台为 Movie，标题未标为剧场版,no
2005,469597,光速跑者21号 通往圣诞大赛之路〜南岛特训〜,ova,OVA,not_listed,,,2005年9月24日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,3284,超级机器人大战OG THE ANIMATION,ova,OVA,not_listed,,,2005-10-05,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,72835,街头霸王ZERO：世代,ova,OVA,not_listed,,,2005年10月25日,45分,45,番组计划平台为 OVA；仅见发售记录，单次时长不超过 60 分钟,no
2005,18778,机动战士Z高达Ⅱ A New Translation -恋人们-,movie,Movie,confirmed,2005年10月29日,,,98分钟,98,番组计划平台为 Movie，标题未标为剧场版,no
2005,152454,苍穹之法芙娜 Arcadian memory,ova,OVA,not_listed,,,2005年11月2日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,421916,,movie,Movie,confirmed,2005年11月5日,,,25分,25,番组计划平台为 Movie，标题未标为剧场版,no
2005,81496,重生之月Divergence,ova,OVA,not_listed,,,2005-11-23,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,74561,歌魂斗,ova,OVA,not_listed,,,2005年11月25日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,10277,我永远的圣诞老人,ova,OVA,not_listed,,,2005年12月7日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,4397,电影 光之美少女 Max Heart 2 雪空的朋友,theatrical,Movie,confirmed,2005年12月10日,,,71分,71,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2005,13809,翡翠森林狼与羊,movie,Movie,confirmed,2005年12月10日,,,107分钟,107,番组计划平台为 Movie，标题未标为剧场版,no
2005,188858,长崎1945 天使之钟,movie,Movie,confirmed,2005年12月10日,,,80分钟,80,番组计划平台为 Movie，标题未标为剧场版,no
2005,6755,草莓100% Special,ova,OVA,not_listed,,,2005年12月14日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,63286,洛克人X 西格玛之日,ova,OVA,not_listed,,,2005年12月15日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,238453,,theatrical,Movie,confirmed,2005年12月17日,,,50分钟,50,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2005,7365,四圣兽 ～几千个昼与夜篇～,ova,OVA,not_listed,,,2005年12月17日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,20232,圣斗士星矢 冥界篇 前章,ova,OVA,not_listed,,,2005年12月17日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,120069,怪医黑杰克 两位神秘医师,movie,Movie,confirmed,2005年12月17日,,,93分钟,93,番组计划平台为 Movie，标题未标为剧场版,no
2005,284370,怪医黑杰克：皮诺可博士的森林冒险,movie,Movie,confirmed,2005年12月17日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2005,1877,校园迷糊大王 一学期补习,ova,OVA,not_listed,,,2005年12月22日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2005,234769,火影忍者 木叶英雄3 终于爆发！上忍VS下忍！无差别混战大会开幕,ova,OVA,not_listed,,,2005年12月22日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,112782,,ova,OVA,not_listed,,,2006年3月,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,332971,,movie,Movie,confirmed,2006-10,,,30分钟,30,番组计划平台为 Movie，标题未标为剧场版,no
2006,361975,瓢虫哀歌,movie,Movie,confirmed,2006年,,,6分钟,6,番组计划平台为 Movie，标题未标为剧场版,no
2006,583381,靛蓝之路,ova,OVA,not_listed,,,2006年,13分钟,13,番组计划平台为 OVA；仅见发售记录，单次时长不超过 60 分钟,no
2006,411708,,movie,Movie,confirmed,2006,,,30分,30,番组计划平台为 Movie，标题未标为剧场版,no
2006,332531,名字...这是燃烧的生活,ova,OVA,not_listed,,,2006,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,332530,在这天空下,ova,OVA,not_listed,,,2006,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,105784,寻找家园,movie,Movie,confirmed,2006年1月3日,,,12分钟,12,番组计划平台为 Movie，标题未标为剧场版,no
2006,105783,水蜘蛛纹纹,movie,Movie,confirmed,2006年1月3日,,,15分钟,15,番组计划平台为 Movie，标题未标为剧场版,no
2006,38227,种下星星的日子,movie,Movie,confirmed,2006年1月3日,,,16分钟,16,番组计划平台为 Movie，标题未标为剧场版,no
2006,3847,银发的阿基多,movie,Movie,confirmed,2006年1月7日,,,95分钟,95,番组计划平台为 Movie，标题未标为剧场版,no
2006,426301,高机动幻想GPO OVA,ova,OVA,not_listed,,,2006年1月12日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,590556,,ova,OVA,not_listed,,,2006年1月18日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,1898,苍之茧,ova,OVA,not_listed,,,2006年1月18日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,5109,灼眼的夏娜炭,ova,OVA,not_listed,,,2006年1月25日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,37063,百变之星 不死鸟传说 ～蕾拉・汉密尔顿物语～,ova,OVA,not_listed,,,2006年1月27日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,332513,,movie,Movie,confirmed,2006年2月4日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2006,493,皇家国教骑士团 OVA,ova,OVA,not_listed,,,2006年2月10日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,315584,死者之书,movie,Movie,confirmed,2006-02-11,,,70min,70,番组计划平台为 Movie，标题未标为剧场版,no
2006,418614,避难兔,movie,Movie,confirmed,2006年2月25日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2006,473,哆啦A梦：大雄的恐龙2006,theatrical,Movie,confirmed,2006年3月4日,,,107分钟,107,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2006,18779,机动战士Z高达Ⅲ A New Translation -星辰的鼓动是爱-,movie,Movie,confirmed,2006年3月4日,,,99分钟,99,番组计划平台为 Movie，标题未标为剧场版,no
2006,1995,航海王：机关城的钢铁巨兵,theatrical,Movie,confirmed,2006年3月4日,,,95分钟,95,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2006,83547,怪杰佐罗力 谜之宝物大作战,movie,Movie,confirmed,2006年3月11日,,,53分钟,53,番组计划平台为 Movie，标题未标为剧场版,no
2006,44961,真救世主传说 北斗神拳 拉欧传 殉爱之章,movie,Movie,confirmed,2006年3月11日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
2006,3761,超剧场版 Keroro军曹,theatrical,Movie,confirmed,2006年3月11日,,,60分钟,60,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
2006,38122,名侦探柯南 追踪消失的钻石！柯南·平次VS基德,ova,OVA,not_listed,,,2006年3月15日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,33319,魔塔大陆,ova,OVA,not_listed,,,2006年03月22日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,101963,奶油柠檬 New Generation,ova,OVA,not_listed,,,2006年3月23日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,764,今天的五年二班 OVA,ova,OVA,not_listed,,,2006年3月24日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,20926,网球王子 全国大会篇,ova,OVA,not_listed,,,2006年3月24日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,18511,钢之炼金术师 PREMIUM COLLECTION,ova,OVA,not_listed,,,2006年3月29日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,4180,春天的足音 OVA - 樱铃夺还,ova,OVA,not_listed,,,2006-03-31,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,3054,大魔法峠,ova,OVA,not_listed,,,2006年4月5日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
2006,2976,名侦探柯南 侦探们的镇魂歌,movie,Movie,confirmed,2006年4月15日,,,111分钟,111,番组计划平台为 Movie，标题未标为剧场版,no
2006,8995,蜡笔小新：Amigo！森巴入侵计划,movie,Movie,confirmed,2006年4月15日,,,96分钟,96,番组计划平台为 Movie，标题未标为剧场版,no
2006,2691,机动战士高达 MS IGLOO 默示录0079,ova,OVA,not_listed,,,2006年4月26日,,,番组计划平台为 OVA，且有光碟/影像制品发售记录,yes
