year,bangumi_id,title,type,bangumi_platform,theatrical_status,theatrical_release_dates,other_country_release_dates,home_video_release_dates,runtime,runtime_minutes,classification_reason,metadata_needs_review
1970,274338,,movie,Movie,confirmed,1970年8月1日,,,62分,62,番组计划平台为 Movie，标题未标为剧场版,no
1970,378806,剧场版排球甜心：泪之回转接球,theatrical,Movie,confirmed,1970-08-01,,,,,番组计划平台为 Movie，标题明确含剧场版/映画标记,yes
1970,378808,剧场版 排球甜心：泪之世界选手权,theatrical,Movie,confirmed,1970-12-19,,,,,番组计划平台为 Movie，标题明确含剧场版/映画标记,yes
1971,557166,去了南方的米介,movie,Movie,confirmed,1971年8月,,,15分钟,15,番组计划平台为 Movie，标题未标为剧场版,no
1971,679571,天满的虎太郎,movie,Movie,confirmed,1971年,,,17分钟,17,番组计划平台为 Movie，标题未标为剧场版,no
1971,430233,小千,movie,Movie,confirmed,1971年,,,11分,11,番组计划平台为 Movie，标题未标为剧场版,no
1971,430494,,movie,Movie,confirmed,1971,,,4分,4,番组计划平台为 Movie，标题未标为剧场版,no
1971,430231,十二月的歌,movie,Movie,confirmed,1971,,,2分,2,番组计划平台为 Movie，标题未标为剧场版,no
1971,378810,剧场版 排球甜心：泪之不死鸟,theatrical,Movie,confirmed,1971年3月17日,,,,,番组计划平台为 Movie，标题明确含剧场版/映画标记,yes
1971,83327,动物金银岛,movie,Movie,confirmed,1971年3月20日,,,78分钟,78,番组计划平台为 Movie，标题未标为剧场版,no
1971,289176,忍风卡姆依外传 月日贝之卷,movie,Movie,confirmed,1971年3月20日,,,88分,88,番组计划平台为 Movie，标题未标为剧场版,no
1971,311292,无影脚 剧场版,theatrical,Movie,confirmed,1971年3月20日,,,25分钟,25,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
1971,83321,阿里巴巴与40大盗,movie,Movie,confirmed,1971年7月18日,,,56分钟,56,番组计划平台为 Movie，标题未标为剧场版,no
1971,311293,日本民间故事 稻草富翁,movie,Movie,confirmed,1971年7月24日,,,18分钟,18,番组计划平台为 Movie，标题未标为剧场版,no
1971,692064,鹤巢,movie,Movie,confirmed,1971年9月1日,,,17分钟,17,番组计划平台为 Movie，标题未标为剧场版,no
1971,311295,日本漫画电影发展史·漫画电影诞生,theatrical,Movie,confirmed,1971年9月11日,,,30分钟,30,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
1971,311298,卖火柴的小女孩 学研版,movie,Movie,confirmed,1971年12月12日,,,20分钟,20,番组计划平台为 Movie，标题未标为剧场版,no
1972,654768,动物村的消防员,movie,Movie,confirmed,1972年,,,20分钟,20,番组计划平台为 Movie，标题未标为剧场版,no
1972,600480,国王的夜莺,movie,Movie,confirmed,1972,,,22min,22,番组计划平台为 Movie，标题未标为剧场版,no
1972,430240,日本民间故事 猿与蟹,movie,Movie,confirmed,1972年,,,19分钟,19,番组计划平台为 Movie，标题未标为剧场版,no
1972,600693,桃太郎的故事,movie,Movie,confirmed,1972年,,,18分,18,番组计划平台为 Movie，标题未标为剧场版,no
1972,430238,麻糬树,movie,Movie,confirmed,1972年,,,17分钟,17,番组计划平台为 Movie，标题未标为剧场版,no
1972,274325,寄生虫的一夜,movie,Movie,confirmed,1972,,,10分钟,10,番组计划平台为 Movie，标题未标为剧场版,no
1972,274323,浴室,movie,Movie,confirmed,1972,,,10分钟,10,番组计划平台为 Movie，标题未标为剧场版,no
1972,83546,长靴猫西部剑客,movie,Movie,confirmed,1972年3月18日,,,53分钟,53,番组计划平台为 Movie，标题未标为剧场版,no
1972,112785,魔犬Liner0011变身！！,movie,Movie,confirmed,1972-07-16,,,50分,50,番组计划平台为 Movie，标题未标为剧场版,no
1972,28103,熊猫家族,movie,Movie,confirmed,1972年12月17日,,,34分钟,34,番组计划平台为 Movie，标题未标为剧场版,no
1973,653903,人寿保险的历史,movie,Movie,confirmed,1973年,,,25分钟,25,番组计划平台为 Movie，标题未标为剧场版,no
1973,432857,旅途有伴，人间有情,movie,Movie,confirmed,1973年,,,3分钟,3,番组计划平台为 Movie，标题未标为剧场版,no
1973,600703,霍勒太太,movie,Movie,confirmed,1973年,,,18分,18,番组计划平台为 Movie，标题未标为剧场版,no
1973,61533,熊猫家族 雨中的马戏团,movie,Movie,confirmed,1973年3月17日,,,38分,38,番组计划平台为 Movie，标题未标为剧场版,no
1973,210706,熊猫的大冒险,movie,Movie,confirmed,1973年3月17日,,,50分,50,番组计划平台为 Movie，标题未标为剧场版,no
1973,329162,魔神Z 鬼影 魔神出现,movie,Movie,confirmed,1973年3月17日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
1973,311311,日本漫画电影发展史·动画新画帖,theatrical,Movie,confirmed,1973年3月31日,,,40分钟,40,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
1973,13871,悲伤的贝拉多娜,movie,Movie,confirmed,1973年6月30日,,,93min,93,番组计划平台为 Movie，标题未标为剧场版,no
1973,115882,魔神Z对恶魔人,movie,Movie,confirmed,1973年7月18日,,,43分钟,43,番组计划平台为 Movie，标题未标为剧场版,no
1974,594091,人鱼公主 学研版,movie,Movie,confirmed,1974年,,,20分钟,20,番组计划平台为 Movie，标题未标为剧场版,no
1974,679572,失败的兔子,movie,Movie,confirmed,1974年,,,20分钟,20,番组计划平台为 Movie，标题未标为剧场版,no
1974,482662,快乐王子,movie,Movie,confirmed,1974年,,,19分钟,19,番组计划平台为 Movie，标题未标为剧场版,no
1974,595697,松鼠的标识,movie,Movie,confirmed,1974年,,,15分,15,番组计划平台为 Movie，标题未标为剧场版,no
1974,692053,烈火G-Men,movie,Movie,confirmed,1974年,,,21分钟,21,番组计划平台为 Movie，标题未标为剧场版,no
1974,653951,红玫瑰白玫瑰,movie,Movie,confirmed,1974年,,,35分钟,35,番组计划平台为 Movie，标题未标为剧场版,no
1974,594400,舌切雀,movie,Movie,confirmed,1974年,,,18分钟,18,番组计划平台为 Movie，标题未标为剧场版,no
1974,274322,波普,movie,Movie,confirmed,1974,,,3分钟,3,番组计划平台为 Movie，标题未标为剧场版,no
1974,220075,,movie,Movie,confirmed,1974年3月16日,,,62分,62,番组计划平台为 Movie，标题未标为剧场版,no
1974,215007,魔神Z对地狱博士,movie,Movie,confirmed,1974年3月16日,,,25分钟,25,番组计划平台为 Movie，标题未标为剧场版,no
1974,448680,杰克与豌豆,movie,Movie,confirmed,1974年7月20日,,,98分,98,番组计划平台为 Movie，标题未标为剧场版,no
1974,329164,盖塔机器人 恐龙！东京劫持作战,movie,Movie,confirmed,1974年7月25日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
1974,114705,魔神Z对暗黑大将军,movie,Movie,confirmed,1974年7月25日,,,43分钟,43,番组计划平台为 Movie，标题未标为剧场版,no
1974,377552,五个小故事,movie,Movie,confirmed,1974年10月15日,,,20分钟,20,番组计划平台为 Movie，标题未标为剧场版,no
1975,587981,小狗消防员,movie,Movie,confirmed,1975年,,,10分,10,番组计划平台为 Movie，标题未标为剧场版,no
1975,432858,怨恨的电话,movie,Movie,confirmed,1975年,,,3分钟,3,番组计划平台为 Movie，标题未标为剧场版,no
1975,431542,,movie,Movie,confirmed,1975,,,19分,19,番组计划平台为 Movie，标题未标为剧场版,no
1975,112951,大魔神对盖塔机器人,movie,Movie,confirmed,1975-03-21,,,30分,30,番组计划平台为 Movie，标题未标为剧场版,no
1975,112063,安徒生童话 人鱼公主,movie,Movie,confirmed,1975年3月21日,,,68分,68,番组计划平台为 Movie，标题未标为剧场版,no
1975,112914,这就是UFO啊！飞翔的圆盘,movie,Movie,confirmed,1975-03-21,,,16分,16,番组计划平台为 Movie，标题未标为剧场版,no
1975,114512,大魔神对盖塔机器人G 空中大冲击,movie,Movie,confirmed,1975年7月26日,,,24分钟,24,番组计划平台为 Movie，标题未标为剧场版,no
1975,329163,UFO机器人古连泰沙 就算我牺牲了生命,movie,Movie,confirmed,1975年12月20日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
1976,431547,力桥,movie,Movie,confirmed,1976年,,,11分钟,11,番组计划平台为 Movie，标题未标为剧场版,no
1976,432859,来自樱花的爱,movie,Movie,confirmed,1976年,,,3分钟,3,番组计划平台为 Movie，标题未标为剧场版,no
1976,600447,美女与野兽,movie,Movie,confirmed,1976年,,,20分,20,番组计划平台为 Movie，标题未标为剧场版,no
1976,692056,股票的作用,movie,Movie,confirmed,1976年,,,17分钟,17,番组计划平台为 Movie，标题未标为剧场版,no
1976,431543,那是谁？,movie,Movie,confirmed,1976年,,,22分钟,22,番组计划平台为 Movie，标题未标为剧场版,no
1976,112964,UFO机器人古连泰沙对大魔神,movie,Movie,confirmed,1976年3月20日,,,24分,24,番组计划平台为 Movie，标题未标为剧场版,no
1976,83545,长靴猫环游世界八十天,movie,Movie,confirmed,1976年3月20日,,,69分钟,69,番组计划平台为 Movie，标题未标为剧场版,no
1976,114460,古连泰沙 盖塔机器人G 大魔神 决战！大海兽,movie,Movie,confirmed,1976年7月25日,,,31分钟,31,番组计划平台为 Movie，标题未标为剧场版,no
1976,311634,小卡姆的冒险,movie,Movie,confirmed,1976年9月15日,,,65分钟,65,番组计划平台为 Movie，标题未标为剧场版,no
1976,329161,UFO机器人古连泰沙 赤色夕阳下对决,movie,Movie,confirmed,1976年12月19日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
1977,599747,,movie,Movie,confirmed,1977年3月,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
1977,431514,咖啡休息时间,movie,Movie,confirmed,1977年,,,3分钟,3,番组计划平台为 Movie，标题未标为剧场版,no
1977,598076,火灾与小马,movie,Movie,confirmed,1977年,,,22分钟,22,番组计划平台为 Movie，标题未标为剧场版,no
1977,431548,飞向彩虹,movie,Movie,confirmed,1977年,,,18分钟,18,番组计划平台为 Movie，标题未标为剧场版,no
1977,159702,世界名作童话 野天鹅,movie,Movie,confirmed,1977年3月19日,,,62分,62,番组计划平台为 Movie，标题未标为剧场版,no
1977,112488,草原之子腾格里,movie,Movie,confirmed,1977年4月23日,,,21分,21,番组计划平台为 Movie，标题未标为剧场版,no
1977,127774,惑星机器人丹加德A对昆虫机器人军团,movie,Movie,confirmed,1977年7月17日,,,25分,25,番组计划平台为 Movie，标题未标为剧场版,no
1977,74535,宇宙战舰大和号 剧场版,theatrical,Movie,confirmed,1977年8月6日,,,,,番组计划平台为 Movie，标题明确含剧场版/映画标记,yes
1977,473327,野蔷薇,movie,Movie,confirmed,1977年8月30日,,,20分钟,20,番组计划平台为 Movie，标题未标为剧场版,no
1977,115885,再见小象,movie,Movie,confirmed,1977年9月10日,,,28分,28,番组计划平台为 Movie，标题未标为剧场版,no
1977,554519,新巨人之星 剧场版,theatrical,Movie,confirmed,1977年12月1日,,,77分,77,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
1978,600449,冰雪女王 学研版,movie,Movie,confirmed,1978年,,,20分钟,20,番组计划平台为 Movie，标题未标为剧场版,no
1978,431551,,movie,Movie,confirmed,1978,,,22分,22,番组计划平台为 Movie，标题未标为剧场版,no
1978,265344,,movie,Movie,confirmed,1978年3月18日,,,25分,25,番组计划平台为 Movie，标题未标为剧场版,no
1978,99110,七灵的铃,movie,Movie,confirmed,1978年3月18日,,,47分钟,47,番组计划平台为 Movie，标题未标为剧场版,no
1978,189650,世界名作童话 拇指姑娘,movie,Movie,confirmed,1978年3月18日,,,64分,64,番组计划平台为 Movie，标题未标为剧场版,no
1978,127775,惑星机器人丹加德A 宇宙大海战,movie,Movie,confirmed,1978年3月18日,,,26分,26,番组计划平台为 Movie，标题未标为剧场版,no
1978,265346,聪明的一休之刁蛮公主,movie,Movie,confirmed,1978年3月18日,,,15分,15,番组计划平台为 Movie，标题未标为剧场版,no
1978,137431,原爆,movie,Movie,confirmed,1978年6月6日,,,10分钟,10,番组计划平台为 Movie，标题未标为剧场版,no
1978,80846,科学小飞侠 剧场版,theatrical,Movie,confirmed,1978年7月15日,,,110min,110,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
1978,265345,,movie,Movie,confirmed,1978年7月22日,,,15分,15,番组计划平台为 Movie，标题未标为剧场版,no
1978,127778,宇宙海盗哈洛克 阿尔卡迪亚号之谜,movie,Movie,confirmed,1978年7月22日,,,34分,34,番组计划平台为 Movie，标题未标为剧场版,no
1978,74533,再见宇宙战舰大和号 爱的战士们,movie,Movie,confirmed,1978年8月5日,,,151分钟,151,番组计划平台为 Movie，标题未标为剧场版,no
1978,45054,鲁邦三世 鲁邦VS克隆人,movie,Movie,confirmed,1978年12月16日,,,102分钟,102,番组计划平台为 Movie，标题未标为剧场版,no
1979,588509,跑吧！美乐斯 学研版,movie,Movie,confirmed,1979年,,,20分,20,番组计划平台为 Movie，标题未标为剧场版,no
1979,431553,鬼隐山的荞麦花,movie,Movie,confirmed,1979年,,,23分钟,23,番组计划平台为 Movie，标题未标为剧场版,no
1979,430491,,movie,Movie,confirmed,1979,,,2分,2,番组计划平台为 Movie，标题未标为剧场版,no
1979,449001,胡桃夹子幻想,movie,Movie,confirmed,1979年3月3日,,,95分,95,番组计划平台为 Movie，标题未标为剧场版,no
1979,265347,太空西游记 剧场版,theatrical,Movie,confirmed,1979年3月17日,,,24分,24,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
1979,311681,阿尔卑斯山的少女海蒂 剧场版,theatrical,Movie,confirmed,1979年3月17日,,,107分,107,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
1979,84042,龙子太郎,movie,Movie,confirmed,1979年3月17日,,,75分钟,75,番组计划平台为 Movie，标题未标为剧场版,no
1979,527817,小飞龙 剧场版,theatrical,Movie,confirmed,1979年7月14日,,,138分钟,138,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
1979,84098,小白熊,movie,Movie,confirmed,1979年7月21日,,,80分,80,番组计划平台为 Movie，标题未标为剧场版,no
1979,23307,银河铁道999 剧场版,theatrical,Movie,confirmed,1979年8月4日,,,129分,129,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
1979,47667,未来少年柯南 剧场版,theatrical,Movie,confirmed,1979年9月1日,,,123分钟,123,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
1979,75855,网球甜心 剧场版,theatrical,Movie,confirmed,1979年9月8日,,,88分钟,88,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
1979,109272,野球狂之诗 北之狼南之虎,movie,Movie,confirmed,1979-09-15,,,90分,90,番组计划平台为 Movie，标题未标为剧场版,no
1979,187189,俄耳甫斯之星,movie,Movie,confirmed,1979年10月27日,,,80分钟,80,番组计划平台为 Movie，标题未标为剧场版,no
1979,414719,,movie,Movie,confirmed,1979年11月10日,,,95分,95,番组计划平台为 Movie，标题未标为剧场版,no
1979,314,鲁邦三世 卡里奥斯特罗之城,movie,Movie,confirmed,1979年12月15日,,,100分钟,100,番组计划平台为 Movie，标题未标为剧场版,no
1980,432861,被遗忘的人偶,movie,Movie,confirmed,1980年,,,14分钟,14,番组计划平台为 Movie，标题未标为剧场版,no
1980,432860,请安静,movie,Movie,confirmed,1980年,,,5分钟,5,番组计划平台为 Movie，标题未标为剧场版,no
1980,311840,速度,movie,Movie,confirmed,1980,,,6分钟,6,番组计划平台为 Movie，标题未标为剧场版,no
1980,67754,明日之丈 剧场版,theatrical,Movie,confirmed,1980年3月8日,,,153分钟,153,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
1980,188232,世界名作童话 十二个月,movie,Movie,confirmed,1980年3月15日,,,65分钟,65,番组计划平台为 Movie，标题未标为剧场版,no
1980,284189,咪咪流浪记 剧场版,theatrical,Movie,confirmed,1980年3月15日,,,96分,96,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
1980,425,哆啦A梦：大雄的恐龙,movie,Movie,confirmed,1980年3月15日,,,92分钟,92,番组计划平台为 Movie，标题未标为剧场版,no
1980,40536,火之鸟2772 爱的宇宙空间,movie,Movie,confirmed,1980年3月15日,,,122分钟,122,番组计划平台为 Movie，标题未标为剧场版,no
1980,114192,花仙子 你好！樱花盛开的国度,movie,Movie,confirmed,1980年3月15日,,,14分,14,番组计划平台为 Movie，标题未标为剧场版,no
1980,127777,银河铁道999 玻璃克莱尔,movie,Movie,confirmed,1980年3月15日,,,17分,17,番组计划平台为 Movie，标题未标为剧场版,no
1980,425949,铁臂阿童木 地球防卫队,movie,Movie,confirmed,1980年3月20日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
1980,38646,奔向地球,movie,Movie,confirmed,1980年4月26日,,,约112分钟,112,番组计划平台为 Movie，标题未标为剧场版,no
1980,311800,,movie,Movie,confirmed,1980年5月3日,,,95分,95,番组计划平台为 Movie，标题未标为剧场版,no
1980,500313,,movie,Movie,confirmed,1980年7月12日,,,15分钟,15,番组计划平台为 Movie，标题未标为剧场版,no
1980,211092,鬼太郎 地相眼,movie,Movie,confirmed,1980年7月12日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
1980,414669,11只猫,movie,Movie,confirmed,1980年7月19日,,,83分,83,番组计划平台为 Movie，标题未标为剧场版,no
1980,426715,三千里寻母记 剧场版,theatrical,Movie,confirmed,1980年7月19日,,,107分,107,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
1980,220040,小诚,movie,Movie,confirmed,1980年7月26日,,,75分,75,番组计划平台为 Movie，标题未标为剧场版,no
1980,74532,永远的大和号,movie,Movie,confirmed,1980年8月2日,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
1980,311842,,movie,Movie,confirmed,1980年12月13日,,,97分,97,番组计划平台为 Movie，标题未标为剧场版,no
1980,143040,人造人009 超银河传说,movie,Movie,confirmed,1980年12月20日,,,130分钟,130,番组计划平台为 Movie，标题未标为剧场版,no
1981,377942,冰冻之夜,movie,Movie,confirmed,1981年,,,2分30秒,2,番组计划平台为 Movie，标题未标为剧场版,no
1981,653904,塔罗的诞生,movie,Movie,confirmed,1981年,,,21分钟,21,番组计划平台为 Movie，标题未标为剧场版,no
1981,312028,无尽乐园,movie,Movie,confirmed,1981年,,,40分钟,40,番组计划平台为 Movie，标题未标为剧场版,no
1981,598086,汪汪，着火啦汪！,movie,Movie,confirmed,1981年,,,18分钟,18,番组计划平台为 Movie，标题未标为剧场版,no
1981,360269,龙之泪,movie,Movie,confirmed,1981年,,,20分钟,20,番组计划平台为 Movie，标题未标为剧场版,no
1981,432862,,movie,Movie,confirmed,1981,,,23分,23,番组计划平台为 Movie，标题未标为剧场版,no
1981,432863,,movie,Movie,confirmed,1981,,,21分,21,番组计划平台为 Movie，标题未标为剧场版,no
1981,544837,,movie,Movie,confirmed,1981-03-14,,,24分钟,24,番组计划平台为 Movie，标题未标为剧场版,no
1981,113676,世界名作童话 天鹅湖,movie,Movie,confirmed,1981年3月14日,,,75分钟,75,番组计划平台为 Movie，标题未标为剧场版,no
1981,436,哆啦A梦:大雄的宇宙开拓史,movie,Movie,confirmed,1981年3月14日,,,90分钟,90,番组计划平台为 Movie，标题未标为剧场版,no
1981,32489,小小独角兽,movie,Movie,confirmed,1981年3月14日,,,90分,90,番组计划平台为 Movie，标题未标为剧场版,no
1981,220073,山田茂 剧场版,theatrical,Movie,confirmed,1981年3月14日,,,27分,27,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
1981,424332,怪物太郎 前往怪物岛的招待,movie,Movie,confirmed,1981年3月14日,,,75分,75,番组计划平台为 Movie，标题未标为剧场版,no
1981,38435,机动战士高达 剧场版,theatrical,Movie,confirmed,1981年3月14日,,,137分,137,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
1981,311838,"聪明的一休 露姬,春天到了!",theatrical,Movie,confirmed,1981年3月14日,,,15分,15,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
1981,52771,夏季之门,movie,Movie,confirmed,1981年3月20日,,,60分钟,60,番组计划平台为 Movie，标题未标为剧场版,no
1981,103968,恶魔与公主,movie,Movie,confirmed,1981-03-20,,,31min,31,番组计划平台为 Movie，标题未标为剧场版,no
1981,63929,小麻烦千惠 剧场版,theatrical,Movie,confirmed,1981年4月11日,,,110分,110,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
1981,326201,碰丁先生传,movie,Movie,confirmed,1981年4月11日,,,75分钟,75,番组计划平台为 Movie，标题未标为剧场版,no
1981,67755,剧场版 明日之丈2,theatrical,Movie,confirmed,1981年7月4日,,,110min,110,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
1981,657657,青少棒扬威记 剧场版,theatrical,Movie,confirmed,1981年7月4日,,,95分钟,95,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
1981,38436,机动战士高达 剧场版II 哀·战士,theatrical,Movie,confirmed,1981年7月11日,,,134分,134,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
1981,106359,天狼星的传说,movie,Movie,confirmed,1981-07-18,,,100分,100,番组计划平台为 Movie，标题未标为剧场版,no
1981,47011,阿拉蕾 hello!不可思议岛,movie,Movie,confirmed,1981年7月18日,,,25分钟,25,番组计划平台为 Movie，标题未标为剧场版,no
1981,296869,松鼠的冒险,movie,Movie,confirmed,1981年7月21日,,,85分,85,番组计划平台为 Movie，标题未标为剧场版,no
1981,312001,21卫门:欢迎来到宇宙!,movie,Movie,confirmed,1981年8月1日,,,92分,92,番组计划平台为 Movie，标题未标为剧场版,no
1981,33922,再见 银河铁道999 安卓梅达终点站,movie,Movie,confirmed,1981年8月1日,,,135 min,135,番组计划平台为 Movie，标题未标为剧场版,no
1981,121739,哆啦A梦:我是桃太郎的什么呢?,movie,Movie,confirmed,1981年8月1日,,,46分钟,46,番组计划平台为 Movie，标题未标为剧场版,no
1981,128530,雪,movie,Movie,confirmed,1981年8月9日,,,89分,89,番组计划平台为 Movie，标题未标为剧场版,no
1981,220070,莲如与母亲,movie,Movie,confirmed,1981年10月7日,,,92分钟,92,番组计划平台为 Movie，标题未标为剧场版,no
1981,456649,,movie,Movie,confirmed,1981年11月28日,,,99分,99,番组计划平台为 Movie，标题未标为剧场版,no
1981,220031,漫画 花的科长,movie,Movie,confirmed,1981年11月28日,,,98分,98,番组计划平台为 Movie，标题未标为剧场版,no
1981,37278,宇宙战士巴鲁迪奥斯 剧场版,theatrical,Movie,confirmed,1981年12月19日,,,118分钟,118,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
1981,66303,熊猫的故事,movie,Movie,confirmed,1981年12月28日,,,87min,87,番组计划平台为 Movie，标题未标为剧场版,no
1982,592318,小飞鱼生病了,movie,Movie,confirmed,1982年,,,19分,19,番组计划平台为 Movie，标题未标为剧场版,no
1982,587904,我是小象消防队,movie,Movie,confirmed,1982年,,,17分,17,番组计划平台为 Movie，标题未标为剧场版,no
1982,212129,阿金的净琉璃,movie,Movie,confirmed,1982年,,,25分钟,25,番组计划平台为 Movie，标题未标为剧场版,no
1982,312251,,movie,Movie,confirmed,1982,,,5分钟,5,番组计划平台为 Movie，标题未标为剧场版,no
1982,432864,,movie,Movie,confirmed,1982,,,22分,22,番组计划平台为 Movie，标题未标为剧场版,no
1982,646728,三国演义,movie,Movie,confirmed,1979年,,,90分钟,90,番组计划平台为 Movie，标题未标为剧场版,no
1982,17351,大提琴手高修,movie,Movie,confirmed,1982年1月23日,,,61:30,,番组计划平台为 Movie，标题未标为剧场版,no
1982,159760,,movie,Movie,confirmed,1982年3月13日,,,37分钟,37,番组计划平台为 Movie，标题未标为剧场版,no
1982,113665,世界名作童话 阿拉丁与魔法神灯,movie,Movie,confirmed,1982年3月13日,,,65分,65,番组计划平台为 Movie，标题未标为剧场版,no
1982,375087,剧场版 小狗亚斑,theatrical,Movie,confirmed,1982年3月13日,,,1:40:03,,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
1982,437,哆啦A梦：大雄的大魔境,movie,Movie,confirmed,1982年3月13日,,,91分钟,91,番组计划平台为 Movie，标题未标为剧场版,no
1982,312240,忍者哈特利 忍法绘日记之卷,movie,Movie,confirmed,1982年3月13日,,,35分钟,35,番组计划平台为 Movie，标题未标为剧场版,no
1982,220081,怪物太郎 恶魔之剑,movie,Movie,confirmed,1982年3月13日,,,55分钟,55,番组计划平台为 Movie，标题未标为剧场版,no
1982,38437,机动战士高达 剧场版Ⅲ 相逢在宇宙,theatrical,Movie,confirmed,1982年3月13日,,,141分,141,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
1982,220080,,movie,Movie,confirmed,1982年3月20日,,,80分钟,80,番组计划平台为 Movie，标题未标为剧场版,no
1982,131173,战国魔神豪将军 剧场版,theatrical,Movie,confirmed,1982-04-24,,,65分,65,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
1982,212458,绿野仙踪,movie,Movie,confirmed,1982年7月1日,,,79分钟,79,番组计划平台为 Movie，标题未标为剧场版,no
1982,67751,哥普拉 剧场版,theatrical,Movie,confirmed,1982年7月3日,,,99分钟,99,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
1982,23304,传说巨神伊迪安 发动篇,movie,Movie,confirmed,1982年7月10日,,,99分钟,99,番组计划平台为 Movie，标题未标为剧场版,no
1982,23305,传说巨神伊迪安 接触篇,movie,Movie,confirmed,1982年7月10日,,,85分钟,85,番组计划平台为 Movie，标题未标为剧场版,no
1982,82718,阿拉蕾 哦呦呦！宇宙大冒险,movie,Movie,confirmed,1982年7月10日,,,90分钟,90,番组计划平台为 Movie，标题未标为剧场版,no
1982,127779,我青春的世外桃源,movie,Movie,confirmed,1982年7月28日,,,130分,130,番组计划平台为 Movie，标题未标为剧场版,no
1982,108279,特搜机械队21C,movie,Movie,confirmed,1982-08-07,,,79分,79,番组计划平台为 Movie，标题未标为剧场版,no
1982,312242,巨人之星 剧场版(1982),theatrical,Movie,confirmed,1982年8月21日,,,110分钟,110,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
1982,600708,拇指姑娘,movie,Movie,confirmed,1982年8月28日,,,20分,20,番组计划平台为 Movie，标题未标为剧场版,no
1982,111330,对马丸-再见冲绳-,movie,Movie,confirmed,1982年10月24日,,,70分,70,番组计划平台为 Movie，标题未标为剧场版,no
1982,215022,六神合体 剧场版,theatrical,Movie,confirmed,1982-12-18,,,95分钟,95,番组计划平台为 Movie，标题明确含剧场版/映画标记,no
1983,692057,图形的发现 奠定数学的人们,movie,Movie,confirmed,1983年,,,29分钟,29,番组计划平台为 Movie，标题未标为剧场版,no
1983,654769,奇洛的树，快快长大吧,movie,Movie,confirmed,1983年,,,21分钟,21,番组计划平台为 Movie，标题未标为剧场版,no
1983,446151,少年与樱花,movie,Movie,confirmed,1983年7月,,,,,番组计划平台为 Movie，标题未标为剧场版,yes
1983,101790,月亮与公主,movie,Movie,confirmed,*,,1983年8月,,,番组计划平台为 Movie，标题未标为剧场版,yes
1983,40001,福星小子1 爱星球之恋,movie,Movie,confirmed,1983年2月13日,,,100分,100,番组计划平台为 Movie，标题未标为剧场版,no
1983,438,哆啦A梦：大雄的海底鬼岩城,movie,Movie,confirmed,1983年3月12日,,,95分钟,95,番组计划平台为 Movie，标题未标为剧场版,no
1983,74199,宇宙先锋,movie,Movie,confirmed,1983-03-12,,,132分钟,132,番组计划平台为 Movie，标题未标为剧场版,no
1983,312714,小超人帕门：鸟人来了！！,movie,Movie,confirmed,1983年3月12日,,,25分钟,25,番组计划平台为 Movie，标题未标为剧场版,no
1983,8364,幻魔大战,movie,Movie,confirmed,1983年3月12日,,,135分,135,番组计划平台为 Movie，标题未标为剧场版,no
1983,424333,忍者哈特利 家乡大作战之卷,movie,Movie,confirmed,1983年3月12日,,,53分,53,番组计划平台为 Movie，标题未标为剧场版,no
1983,218028,漫画伊索物语,movie,Movie,confirmed,1983年3月13日,,,61分钟,61,番组计划平台为 Movie，标题未标为剧场版,no
1983,82719,阿拉蕾 哦呦呦！环球大比赛,movie,Movie,confirmed,1983年3月13日,,,52分钟,52,番组计划平台为 Movie，标题未标为剧场版,no
